numerical__state,numerical__city,numerical__year_built,numerical__latitude,numerical__longitude,numerical__lot_sqft,numerical__living_sqft,nominal__type_apartment,nominal__type_mobile,nominal__type_multi_family,nominal__type_single_family,nominal__type_townhouse,remainder__number_of_stories,remainder__number_of_baths,remainder__number_of_beds,remainder__number_of_garages,remainder__basement,remainder__central_air,remainder__central_heat,remainder__city_view,remainder__community_outdoor_space,remainder__community_security_features,remainder__fenced_yard,remainder__fireplace,remainder__floor_plan,remainder__hardwood_floors,remainder__new_roof,remainder__recreation_facilities,remainder__rental_property,remainder__shopping,remainder__view
1.393080072072012,0.5086085307280811,0.6998016895514075,-0.11687013922311142,-2.063010412928642,-0.5212862817031286,-0.9607229442400831,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.5897107861839912,1.506908486758705,1.4880200491974571,2.0336007468807287,-2.1660985131604282,-0.4927179924536975,1.211774458585807,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.130905786589373,1.070152255995307,-0.030030124935675334,-0.059756607503215264,0.8713537512848828,0.5078023141274822,1.4160263511591813,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.7480099260362055,-0.8931709908649199,-2.6282313845096907,0.27108100056055995,0.9833797154091756,-1.289899299083044,0.36691435748684975,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4908370682370158,-1.4255976340812526,0.8457680524488241,0.13717334623881375,0.012193128220979512,1.518195485375745,-0.0369473391923221,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21329578740013702,0.030256468463407186,1.1377007782436572,-1.4116479454046817,0.3554424371757926,-0.07385645742894999,-0.564598061673539,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.332900640688694,-0.32330809929743876,-1.197761028115008,0.4286126364288291,-0.44611710069622057,0.3288303844178108,0.5464084448998151,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.5897107861839912,1.506908486758705,1.5464065943564238,2.014504018170286,-2.16988776324326,0.9298147634076818,0.2709778624902649,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.5890789299252528,1.319727245002963,1.4588267766179739,1.0016981151741526,0.01665143860616085,-0.5861951153654391,0.5201032769168805,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2.7039514994852065,2.5676021900412427,-1.197761028115008,0.7979297015372563,1.2233379706114131,-0.920612148344074,0.22455697781449802,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.264056311294533,-1.2097152685896302,-0.11760994267412529,-1.7666036515876924,0.23059373234478808,1.1522693098425902,0.08838904943224848,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5470096404995157,-0.7392664143101987,1.663179684674357,-0.9161279372095282,-0.5107050814429311,0.5117934721843881,0.7460182490056126,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.332900640688694,-0.32330809929743876,0.43706223633605773,0.41358798531916857,-0.4480854557123381,0.7863431343094357,1.7842987029202653,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.393080072072012,1.3738018259546219,0.34948241859760776,-0.16130865245023832,-2.0609895056965133,0.2555191127409618,-0.13288383418890698,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
